	run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
264	ERR2703618	ERP107880	SAMEA4657646	ERS2478276	ERX2718005	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7358.S	550	PAIRED	AMPLICON	METAGENOMIC	PCR	232122	139725418	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:467-316	ena-RUN-UCSF-16-07-2018-21:54:41:467-316	34131518;43740923	c6395c2ef93115306d7b7e28bb875e87;cca52faf5cda724754e633b9e7638b98	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/008/ERR2703618/ERR2703618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/008/ERR2703618/ERR2703618_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/008/ERR2703618/ERR2703618_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/008/ERR2703618/ERR2703618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/008/ERR2703618/ERR2703618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/008/ERR2703618/ERR2703618_2.fastq.gz	33500542;43102423	281f1c8f0f07349c5c6c4974d3870411;c0ce78539e086c2c467feb9d54d5d917	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703618/X7358.S_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703618/X7358.S_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703618/X7358.S_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703618/X7358.S_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703618/X7358.S_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703618/X7358.S_R2_sorted.fastq.gz	FASTQ;FASTQ	91910385	65afe48f97f4359a5112a2b03b31e9ef	ftp.sra.ebi.ac.uk/vol1/err/ERR270/008/ERR2703618	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/008/ERR2703618	ftp.sra.ebi.ac.uk/vol1/err/ERR270/008/ERR2703618	X7358.S		Psoriasis associated skin microbiome		2018-07-16
265	ERR2703711	ERP107880	SAMEA4657375	ERS2478005	ERX2718098	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7375.Ar	550	PAIRED	AMPLICON	METAGENOMIC	PCR	150604	90663608	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:470-409	ena-RUN-UCSF-16-07-2018-21:54:41:470-409	25162146;31160288	60e4db9709ee1a5079d9c7145a210f03;79538fd31e35c81e5ef2697ea5ec2362	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703711/ERR2703711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703711/ERR2703711_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/001/ERR2703711/ERR2703711_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/001/ERR2703711/ERR2703711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703711/ERR2703711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703711/ERR2703711_2.fastq.gz	24976235;30863318	0f13c7e086c89223449fe7cf0c62778a;ab622e1a8a6f30a7a7d83dabf8ea8a12	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703711/X7375.Ar_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703711/X7375.Ar_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703711/X7375.Ar_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703711/X7375.Ar_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703711/X7375.Ar_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703711/X7375.Ar_R2_sorted.fastq.gz	FASTQ;FASTQ	59808157	c65c882a55c430aa8eef64e485e4f6c9	ftp.sra.ebi.ac.uk/vol1/err/ERR270/001/ERR2703711	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/001/ERR2703711	ftp.sra.ebi.ac.uk/vol1/err/ERR270/001/ERR2703711	X7375.Ar		Psoriasis associated skin microbiome		2018-07-16
266	ERR2703713	ERP107880	SAMEA4657575	ERS2478205	ERX2718100	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7375.L	550	PAIRED	AMPLICON	METAGENOMIC	PCR	128714	77485828	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:470-411	ena-RUN-UCSF-16-07-2018-21:54:41:470-411	19752416;26518637	d2cd941e4ff1857c924296f4bfa3f231;7c7f153e0c832b260fcfb60c889b7e0e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/003/ERR2703713/ERR2703713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/003/ERR2703713/ERR2703713_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/003/ERR2703713/ERR2703713_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/003/ERR2703713/ERR2703713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/003/ERR2703713/ERR2703713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/003/ERR2703713/ERR2703713_2.fastq.gz	19481121;26209065	b6838c9d57ce90bf60f4aecbf3404e17;5ecafbe6dbb393e58e6f75223789ad67	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703713/X7375.L_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703713/X7375.L_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703713/X7375.L_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703713/X7375.L_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703713/X7375.L_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703713/X7375.L_R2_sorted.fastq.gz	FASTQ;FASTQ	50934898	1cca8b4f829174cb626a4dd7557a14a3	ftp.sra.ebi.ac.uk/vol1/err/ERR270/003/ERR2703713	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/003/ERR2703713	ftp.sra.ebi.ac.uk/vol1/err/ERR270/003/ERR2703713	X7375.L		Psoriasis associated skin microbiome		2018-07-16
267	ERR2703621	ERP107880	SAMEA4657509	ERS2478139	ERX2718008	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7359.B	550	PAIRED	AMPLICON	METAGENOMIC	PCR	487865	293694730	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:467-319	ena-RUN-UCSF-16-07-2018-21:54:41:467-319	79073049;101393384	64af52e54880242d9e3b3425a335b4f4;6cf0ce6ac7e566d1b165ab99cb75aa5c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703621/ERR2703621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703621/ERR2703621_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/001/ERR2703621/ERR2703621_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/001/ERR2703621/ERR2703621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703621/ERR2703621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/001/ERR2703621/ERR2703621_2.fastq.gz	77997046;100157541	cee4c78fb57170fea8248e223d2f96c8;8281039a8c7222df5ce421e971fc122a	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703621/X7359.B_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703621/X7359.B_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703621/X7359.B_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703621/X7359.B_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703621/X7359.B_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703621/X7359.B_R2_sorted.fastq.gz	FASTQ;FASTQ	196621415	6a33641f30937e6783fe20e27344509f	ftp.sra.ebi.ac.uk/vol1/err/ERR270/001/ERR2703621	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/001/ERR2703621	ftp.sra.ebi.ac.uk/vol1/err/ERR270/001/ERR2703621	X7359.B		Psoriasis associated skin microbiome		2018-07-16
268	ERR2703714	ERP107880	SAMEA4657657	ERS2478287	ERX2718101	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7375.S	550	PAIRED	AMPLICON	METAGENOMIC	PCR	171226	103078052	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:470-412	ena-RUN-UCSF-16-07-2018-21:54:41:470-412	24209452;30203229	6d20d4ecb4778aefcd26b4142a1139d2;1b8552c4d93fab182cf70a409e6cfec1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/004/ERR2703714/ERR2703714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/004/ERR2703714/ERR2703714_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/004/ERR2703714/ERR2703714_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/004/ERR2703714/ERR2703714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/004/ERR2703714/ERR2703714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/004/ERR2703714/ERR2703714_2.fastq.gz	23764714;29727960	211361ed3cf34cd18725af2fb55b9c7a;5fa6cf2a46b00ef17c646e6695b76dc0	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703714/X7375.S_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703714/X7375.S_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703714/X7375.S_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703714/X7375.S_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703714/X7375.S_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703714/X7375.S_R2_sorted.fastq.gz	FASTQ;FASTQ	66372135	349b0b3d9a815aac92c753a60b82e3c3	ftp.sra.ebi.ac.uk/vol1/err/ERR270/004/ERR2703714	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/004/ERR2703714	ftp.sra.ebi.ac.uk/vol1/err/ERR270/004/ERR2703714	X7375.S		Psoriasis associated skin microbiome		2018-07-16
269	ERR2703625	ERP107880	SAMEA4657378	ERS2478008	ERX2718012	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7360.Ar	550	PAIRED	AMPLICON	METAGENOMIC	PCR	151926	91452815	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:467-323	ena-RUN-UCSF-16-07-2018-21:54:41:467-323	24829790;31617720	21a6d8894e68bfdea5064be5273ba1b9;0c85b35389f555883d5eca5957712de6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703625/ERR2703625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703625/ERR2703625_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/005/ERR2703625/ERR2703625_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/005/ERR2703625/ERR2703625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703625/ERR2703625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703625/ERR2703625_2.fastq.gz	24543719;31281061	721c3664c6f6697ace0d69a3be575488;a7d2902303fa45de915d2f2cb072308b	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703625/X7360.Ar_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703625/X7360.Ar_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703625/X7360.Ar_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703625/X7360.Ar_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703625/X7360.Ar_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703625/X7360.Ar_R2_sorted.fastq.gz	FASTQ;FASTQ	61333681	aabaf4b536eef7b9094497a8fb3e4c14	ftp.sra.ebi.ac.uk/vol1/err/ERR270/005/ERR2703625	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/005/ERR2703625	ftp.sra.ebi.ac.uk/vol1/err/ERR270/005/ERR2703625	X7360.Ar		Psoriasis associated skin microbiome		2018-07-16
270	ERR2703716	ERP107880	SAMEA4657389	ERS2478019	ERX2718103	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7376.Ar	550	PAIRED	AMPLICON	METAGENOMIC	PCR	131267	79022734	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:470-414	ena-RUN-UCSF-16-07-2018-21:54:41:470-414	19567230;24777451	398391a2aaf87c9f7df0626a9365180b;536e6071c75e816e0023521ee9339756	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/006/ERR2703716/ERR2703716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/006/ERR2703716/ERR2703716_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/006/ERR2703716/ERR2703716_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/006/ERR2703716/ERR2703716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/006/ERR2703716/ERR2703716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/006/ERR2703716/ERR2703716_2.fastq.gz	19268531;24445426	8a86cd6eb1e5a64f2674f1c5eade58a2;399d7233a2be033278c35dc4d0294539	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703716/X7376.Ar_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703716/X7376.Ar_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703716/X7376.Ar_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703716/X7376.Ar_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703716/X7376.Ar_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703716/X7376.Ar_R2_sorted.fastq.gz	FASTQ;FASTQ	50801967	bb125f51b5c3ade9210e6d7b5b75e929	ftp.sra.ebi.ac.uk/vol1/err/ERR270/006/ERR2703716	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/006/ERR2703716	ftp.sra.ebi.ac.uk/vol1/err/ERR270/006/ERR2703716	X7376.Ar		Psoriasis associated skin microbiome		2018-07-16
271	ERR2703642	ERP107880	SAMEA4657370	ERS2478000	ERX2718029	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7363.Ar	550	PAIRED	AMPLICON	METAGENOMIC	PCR	225457	135725114	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:468-340	ena-RUN-UCSF-16-07-2018-21:54:41:468-340	36077599;45633472	774e384ac43377c55ffcb3a574292194;f8f1cbdee16dd6b0491534587fa5ac4f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/002/ERR2703642/ERR2703642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/002/ERR2703642/ERR2703642_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/002/ERR2703642/ERR2703642_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/002/ERR2703642/ERR2703642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/002/ERR2703642/ERR2703642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/002/ERR2703642/ERR2703642_2.fastq.gz	35684717;45155666	8ee5dfb88abe93b17a4b3df922ada3d8;c6760d309daecce20a6a438688137197	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703642/X7363.Ar_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703642/X7363.Ar_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703642/X7363.Ar_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703642/X7363.Ar_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703642/X7363.Ar_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703642/X7363.Ar_R2_sorted.fastq.gz	FASTQ;FASTQ	87734704	b74fa418337394c07d983ce1f99f56a9	ftp.sra.ebi.ac.uk/vol1/err/ERR270/002/ERR2703642	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/002/ERR2703642	ftp.sra.ebi.ac.uk/vol1/err/ERR270/002/ERR2703642	X7363.Ar		Psoriasis associated skin microbiome		2018-07-16
272	ERR2703719	ERP107880	SAMEA4657718	ERS2478348	ERX2718106	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7376.T	550	PAIRED	AMPLICON	METAGENOMIC	PCR	146873	88417546	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:470-417	ena-RUN-UCSF-16-07-2018-21:54:41:470-417	23013886;30012432	324017858b011a57b0b438ab1db74d0a;5ac6bd2a98cd518a5dd98a32e9877796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/009/ERR2703719/ERR2703719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/009/ERR2703719/ERR2703719_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/009/ERR2703719/ERR2703719_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/009/ERR2703719/ERR2703719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/009/ERR2703719/ERR2703719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/009/ERR2703719/ERR2703719_2.fastq.gz	22731416;29668360	5d2402d926b4833c400eace184113f1d;4a96e6154131d62ef6749732b7284dbc	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703719/X7376.T_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703719/X7376.T_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703719/X7376.T_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703719/X7376.T_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703719/X7376.T_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703719/X7376.T_R2_sorted.fastq.gz	FASTQ;FASTQ	58216857	980d98f5fd32c557d4734b887c05bd3c	ftp.sra.ebi.ac.uk/vol1/err/ERR270/009/ERR2703719	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/009/ERR2703719	ftp.sra.ebi.ac.uk/vol1/err/ERR270/009/ERR2703719	X7376.T		Psoriasis associated skin microbiome		2018-07-16
273	ERR2703645	ERP107880	SAMEA4657578	ERS2478208	ERX2718032	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7363.L	550	PAIRED	AMPLICON	METAGENOMIC	PCR	218673	131641146	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:468-343	ena-RUN-UCSF-16-07-2018-21:54:41:468-343	37522293;46558411	349a77e6fdfac027a3aecf4b678ea2f5;cffb3b8e32134f330efa49f87a8f0180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703645/ERR2703645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703645/ERR2703645_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/005/ERR2703645/ERR2703645_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/005/ERR2703645/ERR2703645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703645/ERR2703645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/005/ERR2703645/ERR2703645_2.fastq.gz	37224973;46143635	b0444601aa4e6d7f1efba61f9a8d0925;1d2ec87026bf4c66b74f9c5328484560	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703645/X7363.L_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703645/X7363.L_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703645/X7363.L_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703645/X7363.L_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703645/X7363.L_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703645/X7363.L_R2_sorted.fastq.gz	FASTQ;FASTQ	86881434	236d61ff2c6dccfb8bf09cc84392fb89	ftp.sra.ebi.ac.uk/vol1/err/ERR270/005/ERR2703645	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/005/ERR2703645	ftp.sra.ebi.ac.uk/vol1/err/ERR270/005/ERR2703645	X7363.L		Psoriasis associated skin microbiome		2018-07-16
274	ERR2703647	ERP107880	SAMEA4657732	ERS2478362	ERX2718034	PRJEB25915	ERA1546840	9606	Homo sapiens	ILLUMINA	Illumina MiSeq	X7363.T	550	PAIRED	AMPLICON	METAGENOMIC	PCR	184958	111344716	UCSF	2018-07-17	2018-11-16	Illumina MiSeq paired end sequencing	Profiling cutaneous microbiome community by 16S rRNA (V1-V3) in psoriasis patients	ena-STUDY-UCSF-07-04-2018-07:35:31:083-1706	ena-EXPERIMENT-UCSF-16-07-2018-21:54:41:468-345	ena-RUN-UCSF-16-07-2018-21:54:41:468-345	27818828;35981130	df47eab47da9f480f620799531bfcc21;0e35bc58b53946ac0c6eea8f08ac8dc3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703647/ERR2703647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703647/ERR2703647_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/007/ERR2703647/ERR2703647_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR270/007/ERR2703647/ERR2703647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703647/ERR2703647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR270/007/ERR2703647/ERR2703647_2.fastq.gz	27487381;35558445	20a4f0c8a02bd360aa1cac9b192a27f3;3203dd6da6eaf1099cd17ac10550d8b5	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703647/X7363.T_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703647/X7363.T_R2_sorted.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703647/X7363.T_R1_sorted.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR270/ERR2703647/X7363.T_R2_sorted.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703647/X7363.T_R1_sorted.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR270/ERR2703647/X7363.T_R2_sorted.fastq.gz	FASTQ;FASTQ	70527622	f993cbfbfd2d7c254342f50918d3e92e	ftp.sra.ebi.ac.uk/vol1/err/ERR270/007/ERR2703647	fasp.sra.ebi.ac.uk:/vol1/err/ERR270/007/ERR2703647	ftp.sra.ebi.ac.uk/vol1/err/ERR270/007/ERR2703647	X7363.T		Psoriasis associated skin microbiome		2018-07-16
